,plaintext,ciphertext
1389,2bae,4958
1390,7474,7a4e
1391,c9f7,2d1c
1392,ce59,efd1
1393,fe16,f194
1394,3d60,f81b
1395,7ac9,9cdd
1396,2419,a6ce
1397,a662,893d
1398,aa7f,a6d0
1399,ae84,8bb0
1400,813f,bef5
1401,dd5d,9c20
1402,19e6,e5db
1403,b94c,b8a6
1404,4fdc,70b0
1405,f381,b72d
1406,ebd3,4b33
1407,3164,9e02
1408,f7eb,1797
1409,c74b,84f4
1410,eafb,6307
1411,730f,1a24
1412,2908,243a
1413,c97a,0e83
1414,50b0,bd51
1415,43e2,1a3a
1416,f0fb,19ba
1417,47b0,80be
1418,e821,d540
1419,aea2,93a4
1420,7b19,30ab
1421,b2b8,83b1
1422,d2d4,5101
1423,9c3d,682a
1424,230e,f1aa
1425,3acb,741d
1426,bee1,0476
1427,a029,c591
1428,4a40,f4d6
1429,02a3,1473
1430,ae3c,c155
1431,f85f,9c0c
1432,07ad,3abb
1433,5563,2264
1434,192d,9905
1435,658b,c859
1436,6829,f447
1437,13ea,0f1b
1438,6a2b,3b4a
1439,7168,6ca5
1440,d976,14a8
1441,fe1e,2844
1442,3421,c048
1443,0af2,2980
1444,bd63,b1a8
1445,58e9,2392
1446,d873,5c0e
1447,eedb,135c
1448,9119,cfa4
1449,2013,a500
1450,8ee1,bba6
1451,4f87,c479
1452,8d19,39fb
1453,37d5,3424
1454,ddba,83b2
1455,ba0e,6f68
1456,aaa4,926d
1457,c56d,0266
1458,cb14,fc7a
1459,abd7,0daa
1460,1566,64de
1461,f067,4d41
1462,a652,70f9
1463,849c,d132
1464,eb60,da5f
1465,c083,0b1a
1466,d8c2,9c3c
1467,d292,ae45
1468,d80b,29b9
1469,fe01,f8a5
1470,3722,b3e6
1471,4f8c,318c
1472,5c5c,4749
1473,4585,f2f2
1474,b86b,54bc
1475,3603,ebbb
1476,e6f9,b48a
1477,1630,f4d4
1478,4200,9f90
1479,4b52,d030
1480,5142,728f
1481,fd19,5194
1482,24b7,a916
1483,2068,506b
1484,5946,bf0c
1485,6ea6,35b7
1486,2795,e081
1487,044e,9e6b
1488,7ae3,4d28
1489,f7f6,3dce
1490,deb4,4c89
1491,fdbe,9060
1492,4cfd,3823
1493,29c0,2de8
1494,3940,4d51
1495,2f9b,7131
1496,637f,8be0
1497,119b,91d0
1498,1e1b,bf81
1499,2ea7,9f1c
1500,d1b7,84a3
1501,b456,bffe
1502,f6c7,5615
1503,4e97,d800
1504,e42d,9f22
1505,0098,1a83
1506,0a8d,b63c
1507,c3e3,6848
1508,826a,257a
1509,ce17,e0ab
1510,669c,4645
1511,4e8e,4e6b
1512,08aa,bc1a
1513,5386,966b
1514,565f,28c5
1515,24bb,bf21
1516,9716,f01a
1517,9071,8cae
1518,3a9d,1220
1519,14aa,2a2b
1520,9bf1,d4bc
1521,5236,1d56
1522,3c49,b04f
1523,438d,42d9
1524,1765,42ae
1525,11c5,9132
1526,7a89,964c
1527,af41,484c
1528,db7f,e0b5
1529,baad,c58b
1530,5bc7,05af
1531,2ee1,cffa
1532,6d00,8a34
1533,8bd5,c149
1534,6271,1886
1535,240a,64cb
1536,ccc6,75d3
1537,b3dd,3bd6
1538,5525,2769
1539,71e4,f1c6
1540,cb40,f1f6
1541,69c5,12f8
1542,e364,8e9e
1543,9e25,72bd
1544,bc6a,58b1
1545,5e5f,2385
1546,b057,af11
1547,77ba,485e
1548,c63a,0846
1549,ab7d,785d
1550,1f9e,435f
1551,1d09,682e
1552,b7be,1a66
1553,f3d2,97cd
1554,77d2,14eb
1555,46e0,0dda
1556,6d93,943d
1557,8fbe,d847
1558,7452,0704
1559,8680,aaa4
1560,0c46,e40d
1561,4a48,b30a
1562,2b34,b4f8
1563,5bfd,c2a1
1564,289e,db2b
1565,cea2,8d45
1566,9256,49c9
1567,b685,8e7c
1568,d8ea,5dcc
1569,134a,3835
1570,4ad3,1f08
1571,43ce,888d
1572,5268,38ba
1573,70a9,03ae
1574,029f,590c
1575,d4ba,a0bf
1576,f262,da64
1577,4227,827d
1578,0936,541a
1579,7bc0,f626
1580,f9fa,8465
1581,c440,a740
1582,8b4a,7247
1583,bd00,0f99
1584,1ba8,87ce
1585,0ddd,c382
1586,9b0b,2d1b
1587,f7a1,5ab2
1588,8121,c232
1589,4900,a17d
1590,15c1,20d3
1591,6158,930d
1592,f336,1a4c
1593,ef27,f27b
1594,a820,6583
1595,51a2,03b3
1596,f6ce,0b92
1597,1ecf,d807
1598,172b,3b64
1599,3a54,1d3c
1600,bab0,8373
1601,c27f,d24d
1602,f085,8c49
1603,fe77,93cc
1604,01e8,4bf5
1605,5931,3eb5
1606,38cd,602c
1607,ad18,6ec1
1608,618c,4298
1609,5bce,1844
1610,aa84,0103
1611,c95c,19a6
1612,4715,a7a9
1613,33cd,fde0
1614,508c,49c7
1615,a709,c852
1616,97b0,2e93
1617,4595,3d1b
1618,44ac,7ae9
1619,edff,ff0f
1620,5b6a,16fa
1621,8fb0,53a4
1622,b7fa,5053
1623,8027,7dd1
1624,b60f,dcbd
1625,e220,22fe
1626,07a7,86bd
1627,ff85,acf4
1628,b19d,9225
1629,e2f7,598e
1630,97ee,b3e8
1631,3403,7848
1632,9370,df70
1633,3e62,9e38
1634,9b0d,e707
1635,19c9,ed3f
1636,b83b,f437
1637,1546,6ee1
1638,5d03,c993
1639,8f7a,034b
1640,b3f9,c5ba
1641,ff08,5534
1642,2a48,f272
1643,0189,4be9
1644,7880,65dd
1645,f129,cd0f
1646,02bd,e50c
1647,3637,fc76
1648,f395,6c94
1649,6cd7,d337
1650,3df9,f0bb
1651,1491,be54
1652,6b37,c8ca
1653,84c7,630a
1654,7e53,3b74
1655,6738,9494
1656,cd24,ebe0
1657,a4b1,629c
1658,7139,4365
1659,f702,f98a
1660,5eef,e99e
1661,52d4,dedb
1662,98f7,5da2
1663,1b59,077f
1664,1a05,bcad
1665,9d9f,0dc0
1666,39d7,8647
1667,11ee,ded2
1668,29fb,d68b
1669,8a86,e3b6
1670,6e05,9a81
1671,6e18,8908
1672,c79f,edbd
1673,bbde,960d
1674,f945,babe
1675,9573,e7c1
1676,6708,9825
1677,fb06,abf2
1678,73b1,4dd3
1679,c406,66b4
1680,39dc,4a5d
1681,9352,2ac9
1682,a8db,7059
1683,fd50,dacb
1684,1bba,f55a
1685,7cd5,d0f3
1686,7115,a663
1687,a27d,649f
1688,069f,9ce5
1689,12db,61fe
1690,8903,e153
1691,5ef6,18a7
1692,ae89,eab1
1693,8628,e31b
1694,55a9,9062
1695,5eb7,7086
1696,8e13,514e
1697,9caf,4dfa
1698,f2bc,9d14
1699,cf12,037a
1700,3365,e5f5
1701,30f6,5a09
1702,396c,46a3
1703,7f32,cdd8
1704,e3d6,55a4
1705,79a7,e61b
1706,c70a,32bc
1707,47fd,3b26
1708,85cd,4182
1709,e646,34a1
1710,504d,237e
1711,a210,c37b
1712,888b,585c
1713,c27d,7c01
1714,1d5c,7946
1715,cbf6,c895
1716,49e3,2157
1717,291c,1b49
1718,b39f,6841
1719,75a1,c6d8
1720,8546,9c0b
1721,3301,dc04
1722,4202,1abd
1723,1819,7b6c
1724,cbbb,96fe
1725,b758,9261
1726,91d0,a996
1727,1317,0059
1728,3db1,ff0a
1729,7d4d,7b6f
1730,b243,ba7e
1731,f279,ea38
1732,75bc,95ea
1733,ce7c,b186
1734,e5ba,89e9
1735,916d,cd46
1736,187f,1a26
1737,e081,2eb4
1738,48a5,cefb
1739,1370,656e
1740,da95,ed7a
1741,7c6c,8218
1742,62a4,5da1
1743,89ef,8415
1744,b58f,89b9
1745,895d,6177
1746,941e,2d20
1747,fd94,5a41
1748,d990,c4fa
1749,d948,c882
1750,6001,3431
1751,ed52,c5ca
1752,1e61,3d42
1753,7b39,fa6b
1754,538f,5334
1755,be26,cc89
1756,15fc,adb7
1757,4974,d911
1758,f979,e557
1759,ae85,1fdc
1760,83ab,7861
1761,213b,be4d
1762,877b,db99
1763,4b72,ef91
1764,81b3,8b19
1765,d185,ac5f
1766,9c83,72a4
1767,27c3,7304
1768,deea,293b
1769,ef58,d58f
1770,659c,9fc2
1771,517c,7ae4
1772,448f,5270
1773,57b7,4ab4
1774,ccfe,41ad
1775,2281,2946
1776,b2ad,bbc2
1777,8547,f803
1778,87ed,6492
1779,0923,1e49
1780,71b5,a87e
1781,353a,feea
1782,e8f1,3a8b
1783,bc4f,9872
1784,f912,bf6d
1785,2135,f812
1786,f398,6c50
1787,bd75,33c2
1788,070e,1e55
1789,c205,6994
1790,5fa2,c425
1791,45cd,e1f3
1792,1ce1,d97d
1793,b3e4,a4cc
1794,bb5e,d053
1795,b70a,95cd
1796,aa98,f212
1797,3804,086e
1798,3997,8c72
1799,58f0,1f3e
1800,e505,bcbd
1801,f9dc,ae05
1802,7234,14e9
1803,6b73,966d
1804,6b0b,c4c7
1805,d10e,35d9
1806,9e16,5b2a
1807,14ca,e33f
1808,013a,9672
1809,fe9b,ac97
1810,df02,6a6d
1811,8c79,9a8f
1812,51f7,cba2
1813,8299,532d
1814,a72f,36ed
1815,cb08,4825
1816,0336,5e44
1817,84a0,00b6
1818,c725,be32
1819,8eb4,a052
1820,bf23,691e
1821,38e5,e656
1822,c52d,a11f
1823,d818,8dde
1824,d50d,7bcf
1825,0017,c3ba
1826,cec8,b75b
1827,d6bb,595d
1828,5fa3,a422
1829,c975,e58d
1830,7ca6,7835
1831,2369,18d5
1832,be58,ccdd
1833,c326,1a47
1834,ea77,c32f
1835,1fa0,b16a
1836,34c3,a026
1837,6f18,4923
1838,a139,5c1b
1839,6f34,6b2d
1840,3e43,1570
1841,3cac,30a3
1842,b2e2,9237
1843,0082,cc2c
1844,7595,ceda
1845,ef10,7a0c
1846,2b3a,209f
1847,6d1c,f440
1848,c4fd,b3a7
1849,2552,3034
1850,5274,67c4
1851,2cb5,3da8
1852,04e4,5ece
1853,2e70,21eb
1854,7b67,ae0d
1855,84c2,cd22
1856,8ffe,041c
1857,7a09,fa34
1858,f8c6,e342
1859,ed90,7a1c
1860,c30c,d00f
1861,c9d1,946b
1862,335d,920e
1863,e69e,43f7
1864,9ef3,2733
1865,184f,fb72
1866,3a60,4d15
1867,311f,e948
1868,615c,c1d1
1869,24dd,e156
1870,2671,0ae1
1871,8990,36f5
1872,fc13,ed69
1873,2182,f8ac
1874,e1c2,04c9
1875,a10f,2ab7
1876,5e3e,51ad
1877,260d,a0cc
1878,c91a,6f7c
1879,12c8,0d3f
1880,c3ba,4d05
1881,6b55,989e
1882,3105,9094
1883,a0a1,067f
1884,5229,b391
1885,7927,103b
1886,582d,ab28
1887,8e06,258f
1888,678c,aabe
1889,428a,fef3
1890,51c6,a280
1891,bfe9,1adc
1892,7939,a61b
1893,080b,543b
1894,98c6,8ce3
1895,eb03,d765
1896,8e92,4907
1897,ba6f,fbe7
1898,1bb3,db19
1899,617d,25ae
1900,a6f1,f296
1901,0b89,fd34
1902,e7e7,b099
1903,55d3,6707
1904,88c9,ac86
1905,22f2,54fc
1906,1871,8dae
1907,7793,4cf8
1908,000e,1385
1909,aec8,ec01
1910,d3e7,e937
1911,7fb0,9ad0
1912,7f66,de6d
1913,f5d2,a8b7
1914,3547,0d93
1915,8107,4d9b
1916,7a06,2720
1917,61f1,1331
1918,7f61,1fc3
1919,8381,1fc1
1920,9845,56eb
1921,3467,c299
1922,31cf,1cb2
1923,552a,7acc
1924,ab36,c32d
1925,9956,900c
1926,9837,7aa7
1927,857a,f384
1928,c074,d725
1929,d186,a1e4
1930,e943,54c2
1931,ba76,3011
1932,ae73,ebaa
1933,f308,a339
1934,1d92,9e7e
1935,69f9,371d
1936,8cec,ec75
1937,c1ca,fd62
1938,f884,99c3
1939,82de,cf84
1940,bc08,5293
1941,f698,47d3
1942,f0be,a3f8
1943,9ad1,2912
1944,5b00,a532
1945,35a1,6d54
1946,ce33,48d1
1947,d6f5,b247
1948,5719,20bb
1949,3739,1cac
1950,376a,243f
1951,9bb0,bb4d
1952,7842,d8d2
1953,4ce9,c407
1954,436b,2fc3
1955,47ce,127a
1956,8005,5a71
1957,41c1,9e93
1958,fa0d,f2cc
1959,7ce2,e17b
1960,20be,57c7
1961,e372,7a50
1962,278e,a76e
1963,868d,4847
1964,6490,231b
1965,00f6,535f
1966,5983,58bc
1967,127c,ff2d
1968,d9ab,f6bb
1969,587e,5758
1970,0ba2,e4fd
1971,6dfe,d6f4
1972,85af,e78b
1973,c74f,b226
1974,de9d,8103
1975,bb28,c91e
1976,2842,6b03
1977,36be,af89
1978,1cee,1ee5
1979,2d33,0b42
1980,a442,e33a
1981,2a24,746e
1982,3349,cadf
1983,eaf4,90da
1984,9b9f,b1bc
1985,de0e,6ab9
1986,77da,dd4a
1987,8122,3d0f
1988,9fdd,c9a5
1989,ed23,d079
1990,cf9e,97ec
1991,edb9,caa3
1992,d637,5d66
1993,4b95,67ee
1994,d756,b3b3
1995,a8ae,967c
1996,4249,b393
1997,1042,661a
1998,4e94,4b20
1999,e02c,8447
2000,eba7,60fe
2001,8a99,5c5e
2002,f83a,bc3a
2003,7ea8,a7c5
2004,1cea,094b
2005,a1b2,cea5
2006,94fb,77fd
2007,741b,a453
2008,c495,38fe
2009,09e9,02c5
2010,1f51,60ed
2011,a8d2,d885
2012,b0d2,6671
2013,7981,5b86
2014,fcb6,01c4
2015,f364,6341
2016,779a,ce83
2017,39ee,687d
2018,e5c8,9d8e
2019,02be,062b
2020,2b19,5e1c
2021,177f,2165
2022,e5f5,1f07
2023,def9,6b97
2024,cf8a,1153
2025,e61c,dd49
2026,412c,b396
2027,d98b,f5db
2028,e7a3,e49d
2029,9942,1fc2
2030,cffe,aa2c
2031,fc95,a26e
2032,9e94,1183
2033,6185,a0c9
2034,8da5,c52a
2035,c079,420d
2036,4f9f,af7f
2037,f49a,b559
2038,644f,7e09
2039,a7ea,b657
2040,8c35,02f5
2041,a779,7ec5
2042,ec9d,ec39
2043,a81d,9fef
2044,fa78,9738
2045,8009,a531
2046,95e0,cedf
2047,441a,edd3
2048,d827,4e63
2049,a0cd,6f43
2050,b352,88c4
2051,8681,0ed4
2052,6e29,becf
2053,545c,dea1
2054,6cf2,a333
2055,1eeb,1ee8
2056,2dbb,ca3d
2057,2b7f,bc03
2058,85d7,ff19
2059,561d,e68f
2060,2bda,c4a1
2061,d12a,f438
2062,ac5b,f66b
2063,c2ba,6411
2064,70a3,f654
2065,c743,cdb2
2066,7101,4ee9
2067,f253,0e00
2068,ee4a,e470
2069,ce3f,b3d7
2070,ec4f,5c32
2071,d721,0e8d
2072,daee,2cfe
2073,e75e,2efe
2074,cbe5,4247
2075,8202,fa93
2076,4a93,1397
2077,9035,3b44
2078,00d7,324c
2079,d277,a98a
2080,dd87,61f3
2081,b51f,be14
2082,38cc,ec80
2083,c413,24a3
2084,6fc7,37b3
2085,f940,955d
2086,5710,240b
2087,f547,eff9
2088,4187,f201
2089,d03a,3df4
2090,7a39,4c5e
2091,e921,f91d
2092,55bd,738c
2093,cf25,3e23
2094,5bf6,c6d5
2095,42bd,e98e
2096,a68d,af8c
2097,6cd4,0107
2098,5a19,cda5
2099,ee4d,7741
2100,c6b5,44e1
2101,d2d5,8c16
2102,030e,1f2f
2103,bc9f,6b91
2104,bd30,68e3
2105,5878,2df9
2106,6b8c,4769
2107,a6a9,0c17
2108,3fd2,0b94
2109,e266,e301
2110,74fb,3a58
2111,7a33,3be4
2112,caca,5f2c
2113,2261,f547
2114,467f,02bd
2115,bcd1,38ee
2116,7331,01ef
2117,f81f,5b2e
2118,44f1,e648
2119,28e1,62b2
2120,2034,26bb
2121,4195,c0b9
2122,23fb,b963
2123,b073,bae3
2124,f873,58cc
2125,10e7,7acb
2126,16f1,a067
2127,61e8,5910
2128,9548,2e57
2129,c9a1,fb17
2130,78db,700a
2131,783d,1e0c
2132,0361,365c
2133,ad52,c20e
2134,62c2,4c3f
2135,4493,564a
2136,150c,e815
2137,1d23,9afe
2138,cb58,349e
2139,9e62,eb4d
2140,73a6,e8f1
2141,1942,750e
2142,1458,46f1
2143,2d91,9321
2144,63fd,c518
2145,7a2e,5133
2146,4c9e,6176
2147,01cf,8b65
2148,582e,b827
2149,2d81,2796
2150,059b,b32d
2151,5c31,3f9e
2152,e48d,d32d
2153,8cdf,edc2
2154,9a0e,89e1
2155,71a4,ea87
2156,987d,d602
2157,5a93,107f
2158,251b,a768
2159,542d,fb77
2160,bf31,70e7
2161,cc7d,75f2
2162,d37e,f789
2163,88af,1f0b
2164,7ae7,bc65
2165,a59f,19de
2166,7b86,f6fe
2167,b92e,0544
2168,9444,cb4f
2169,b4d6,b1cb
2170,81cb,21d3
2171,ce20,30dd
2172,6af9,675f
2173,2f18,0127
2174,c268,0cf9
2175,baae,4dc2
2176,4ab4,dc5b
2177,87ac,d078
2178,b34d,4489
2179,ac51,be59
2180,4b64,98c2
2181,f7ce,5362
2182,c11c,99a4
2183,8444,9f59
2184,8766,1a78
2185,df68,586f
2186,75f7,6bfa
2187,7eec,a755
2188,689c,434b
2189,f247,1f9b
2190,943d,22f3
2191,e481,272d
2192,45d5,6345
2193,a3b0,2774
2194,6f29,2651
2195,69d5,2d0b
2196,394a,f389
2197,be2e,6959
2198,e235,1ace
2199,551a,3697
2200,f88b,c0c5
2201,5700,7e52
2202,ae32,d188
2203,bf7e,9960
2204,9e70,0fa3
2205,1240,5272
2206,2446,0e2b
2207,4fb5,b423
2208,165d,3cf1
2209,8c3c,1c25
2210,985b,c5c6
2211,940c,b733
2212,7151,bd0a
2213,e2ec,9c4f
2214,1ec6,7696
2215,d125,fcd8
2216,b0fa,e03e
2217,e9b2,c782
2218,1349,6fe4
2219,5f55,9072
2220,8233,2f5a
2221,9315,2752
2222,8773,7809
2223,a0bb,4e3f
2224,8ce2,02f0
2225,2589,ef47
2226,68e0,2fa3
2227,b70c,6779
2228,1511,91bb
2229,f0b1,60b1
2230,1215,2d79
2231,cd78,d5f5
2232,74a2,6ac8
2233,7c7b,14a5
2234,cf50,015a
2235,33b2,1e7d
2236,e8b7,5522
2237,a96a,8935
2238,9767,754b
2239,48b1,8024
2240,a8a7,7e6c
2241,2cc5,0f04
2242,46a3,933b
2243,e334,316d
2244,b0b4,d84b
2245,ab42,1956
2246,76dc,2f08
2247,274c,8f7c
2248,b7f3,3fb6
2249,c34a,d2bf
2250,1c70,55f2
2251,44bc,af46
2252,31c0,0c4a
2253,9a97,0de0
2254,6698,4615
2255,189f,bad9
2256,a6c3,5b85
2257,d8e7,f8ff
2258,6296,d9a3
2259,14f1,474a
2260,95ae,962f
2261,8a22,e185
2262,f652,1d36
2263,c638,64db
2264,ce7a,4214
2265,7278,f1e8
2266,3f6b,3f89
2267,6814,7cc1
2268,c3a0,0e0f
2269,88bf,4551
2270,4be6,e043
2271,30ea,cb3a
2272,eb8c,2f46
2273,1b70,6a1e
2274,af1b,ee4f
2275,bce5,cafb
2276,201f,8a6a
2277,a591,b798
2278,55f5,15aa
2279,8ed0,4989
2280,9fb4,1c9b
2281,79fe,af63
2282,bfdd,6996
2283,0dd7,1426
2284,839b,d80e
2285,96c8,5f91
2286,c1d4,ed8c
2287,db09,390e
2288,dc1b,165d
2289,2ec4,2c56
2290,94f5,f745
2291,ece8,481b
2292,1517,53af
2293,8a4c,2ea4
2294,48d0,e2cc
2295,dd8c,54ef
2296,50cc,501b
2297,eeb4,e3ff
2298,645a,0bf0
2299,fee1,711c
2300,115d,a8db
2301,b35a,2e10
2302,ffe8,49f5
2303,484c,e990
2304,a064,5100
2305,7dce,4e66
2306,cd38,5a39
2307,891f,12c8
2308,6083,c06b
2309,8280,f561
2310,02d0,7586
2311,e3f1,f8a3
2312,aada,29ab
2313,5eff,8994
2314,7497,bfca
2315,9244,5ec9
2316,9966,4c0f
2317,64b7,51af
2318,d5e9,a614
2319,8ffa,87c2
2320,0e5a,9802
2321,fd63,1f45
2322,a12c,c154
2323,63c6,6d4c
2324,b17c,8322
2325,3446,8e17
2326,5e99,6c64
2327,bb80,2c83
2328,5ce4,b82e
2329,7415,1558
2330,68c2,9ccf
2331,f205,1129
2332,1f6c,af78
2333,af90,5c99
2334,5e97,0cc7
2335,2783,3d6f
2336,260e,a512
2337,d661,a09c
2338,9336,3841
2339,4c65,ffb1
2340,28a3,2907
2341,8e1c,aa65
2342,340b,539b
2343,a9e7,38a5
2344,c826,80d6
2345,2650,df72
2346,8d63,0194
2347,c6d6,5ceb
2348,910b,271c
2349,c168,cd8b
2350,4e0f,8592
2351,55ff,e727
2352,601d,ba55
2353,2d40,077c
2354,1997,7de8
2355,1b4d,5b82
2356,fbd9,c714
2357,d5db,a6b4
2358,90c9,de9a
2359,3ac6,f26d
2360,ac5f,f38f
2361,eb26,bdef
2362,e871,36e8
2363,571c,f0dd
2364,db8a,1952
2365,716e,5aed
2366,5c62,85d7
2367,3a26,3d6c
2368,031c,6cce
2369,3aa0,0258
2370,5714,b8d7
2371,36d2,fbbb
2372,0655,8ade
2373,9ef1,11d9
2374,b7a5,8714
2375,e6fa,8380
2376,1fc0,58b4
2377,cc0b,2a0d
2378,787d,14cd
2379,0046,5a6d
2380,e758,4b73
2381,179f,ea9f
2382,f6cb,0b96
2383,a08e,8fdd
2384,bc46,21cf
2385,200b,8107
2386,ea30,cbd6
2387,f8c9,dd10
2388,f8b8,f1a3
2389,0ea8,fcad
2390,2f60,7e77
2391,4ff8,7a39
2392,cdaa,a1fe
2393,5bb8,9d34
2394,5ef5,8408
2395,6ec4,71d9
2396,d2d1,e7d7
2397,2a6a,2399
2398,e4c9,465e
2399,57af,3767
2400,b580,ccb6
2401,e95e,ce12
2402,05a3,fa1a
2403,e2c1,a275
2404,8001,9886
2405,8877,6db4
2406,43b5,b403
2407,753f,b0db
2408,6511,b768
2409,56ed,7cda
2410,a2e8,a0d1
2411,241e,efd4
2412,1ee4,af3f
2413,d383,bd1c
2414,a6ff,297e
2415,efd5,e67d
2416,0aa0,3112
2417,0064,a4bb
2418,bead,821c
2419,55ec,8137
2420,9dcc,357f
2421,b164,d7bf
2422,997e,1995
2423,a049,8801
2424,7a60,379f
2425,7d78,ddca
2426,63a3,65c9
2427,29ca,209d
2428,0db1,ed81
2429,c7fd,6f5f
2430,80c4,d3fa
2431,631a,6115
2432,8591,2ec4
2433,4573,1baa
2434,5c33,6190
2435,a184,ee83
2436,9626,09b5
2437,158a,63fd
2438,960e,69e9
2439,4040,a2b3
2440,08de,69fd
2441,67fe,1f3f
2442,c400,a2c3
2443,56ca,3695
2444,4774,6f1c
2445,5831,c0e9
2446,2041,b8b3
2447,098f,450a
2448,a98d,f28c
2449,7ded,b86c
2450,9905,68d2
2451,7b95,ccfa
2452,d901,799b
2453,0bbe,ee31
2454,f4bf,0acc
2455,3592,d43f
2456,701e,98c0
2457,37d9,a6db
2458,b9cb,771e
2459,734a,d28c
2460,6753,6063
2461,9475,6e65
2462,e9d3,0418
2463,87e6,347d
2464,8ba6,cc48
2465,e2fb,6136
2466,b736,d2a0
2467,b956,39dd
2468,db1c,4c58
2469,efb2,be6b
2470,e575,ca23
2471,490b,601a
2472,2bd4,ef55
2473,ad39,8437
2474,c78e,377c
2475,4c9d,327a
2476,6a3a,cc25
2477,7e5c,9a54
2478,9729,1019
2479,4b8a,52f1
2480,5125,2fe6
2481,8638,1cc5
2482,09e3,e4bd
2483,0512,ef3b
2484,35f4,028a
2485,f950,0553
2486,352c,adc7
2487,2ec6,b97c
2488,d992,acff
2489,5fc0,6cc7
2490,da5a,2273
2491,9eb4,2dd3
2492,9545,db67
2493,1a6a,85f9
2494,e3d8,dcca
2495,831e,e1b7
2496,4457,15d8
2497,bab1,566b
2498,2f2c,dcc0
2499,7b14,94fc
2500,70e1,34ba
2501,8a68,676f
2502,cc47,61ca
2503,c697,2439
2504,f925,da24
2505,2c2a,8c3f
2506,39f8,b8f5
2507,4ea1,6b93
2508,cf98,ee39
2509,30d7,a190
2510,e409,d2d1
2511,52e4,7e42
2512,1673,337d
2513,d97f,624a
2514,4430,befa
2515,08d4,9592
2516,950b,715e
2517,615f,6d0a
2518,2352,eb47
2519,928c,670e
2520,85f2,2f95
2521,b95b,1c32
2522,6e92,c5c1
2523,7ce6,8920
2524,0d07,e17c
2525,2f62,0a32
2526,d0ae,2351
2527,4e0b,8b34
2528,8326,e46b
2529,90c1,b50b
2530,6097,c259
2531,d6ce,e90e
2532,f651,22b1
2533,aba0,9026
2534,7e43,0c57
2535,05bd,99ee
2536,c98d,d961
2537,4bb2,e05d
2538,9b93,8422
2539,7200,a5e9
2540,7c18,6c63
2541,ca9c,ce2f
2542,ecfe,8953
2543,6471,2fda
2544,31c1,924c
2545,10ca,0a41
2546,2780,cf7e
2547,a778,aaee
2548,e5a6,7953
2549,130a,0276
2550,e0f5,a00b
2551,022b,80c1
2552,31dc,c74a
2553,dba0,be09
2554,c082,4776
2555,50ed,4d2d
2556,cb22,37ce
2557,d312,ae6f
2558,793b,c6c6
2559,1cbb,c644
2560,0056,a90d
2561,acd8,d060
2562,ada8,c37f
2563,b01f,35c4
2564,5d99,ef67
2565,13e3,04e8
2566,df38,e87b
2567,ea24,a012
2568,3b99,506d
2569,080f,9cd7
2570,504e,818d
2571,61db,f34e
2572,ce57,e6a8
2573,a211,7fca
2574,9133,aeeb
2575,9e37,d0c8
2576,d3e1,02ea
2577,ec14,b4d2
2578,fb14,336b
2579,8626,58da
2580,b4ba,2b67
2581,b340,ae46
2582,ec3c,f5d6
2583,11c3,c15d
2584,fbc8,cd5a
2585,544f,d5bb
2586,141f,68e8
2587,139f,1599
2588,f269,d0c4
2589,3a6d,bb40
2590,d13d,cfcd
2591,7074,7be0
2592,e549,d36d
2593,7af4,729d
2594,1b02,6156
2595,08db,9e15
2596,90d7,e591
2597,a9d0,7a77
2598,1799,2d39
2599,e309,d93c
2600,749d,e1c0
2601,c232,7d4b
2602,015f,e503
2603,8a51,3449
2604,845d,141c
2605,347c,0b07
2606,6f5c,335a
2607,c7ba,3493
2608,b1f2,fd93
2609,bac1,fa67
2610,9242,b0cf
2611,8ca1,c83e
2612,d425,2483
2613,6300,5b3f
2614,bbd7,09fa
2615,3b9c,439b
2616,c6ab,7f01
2617,93ed,4eba
2618,ed78,3021
2619,5be8,94a8
2620,8a30,a676
2621,0739,8199
2622,4613,cf04
2623,68cc,17d0
2624,3f7f,4f51
2625,935f,4f06
2626,733c,d254
2627,d224,31ab
2628,c719,7eb5
2629,cb8e,509f
2630,4086,eb3a
2631,36aa,b7d2
2632,3ce9,8f05
2633,71d9,4934
2634,1e92,ab4e
2635,ffaa,b59e
2636,6a79,1538
2637,609f,5ffb
2638,6416,0526
2639,e719,b8ba
2640,6069,1054
2641,8deb,19ca
2642,2f32,a3c7
2643,f26f,59d7
2644,9a6d,41c8
2645,50c7,6321
2646,0a5a,f08f
2647,7663,3441
2648,4cbf,09dd
2649,9674,c595
2650,c5e3,53ac
2651,b8b3,da25
2652,f539,887e
2653,3653,2ccc
2654,d092,7358
2655,0f34,6fe3
2656,196f,e57a
2657,e99e,2ef7
2658,c00f,128f
2659,dbb6,f298
2660,c7cf,ce8d
2661,373a,181a
2662,77ef,e7e7
2663,3c09,1a0d
2664,f99b,018f
2665,e1a0,de82
2666,1f8e,5afa
2667,1d6b,807d
2668,3bb2,2431
2669,4b99,fde5
2670,6926,73c3
2671,312b,4a9e
2672,c33b,d9c9
2673,b549,7cdd
2674,2dd1,0f2a
2675,500b,ee98
2676,3dc5,fb6a
2677,46fc,26e6
2678,c853,35c0
2679,db5b,148e
2680,5503,0891
2681,d0a0,2d5f
2682,24a3,563c
2683,4ba1,6e26
2684,ff8c,a01f
2685,f669,ecc4
2686,4093,af96
2687,23db,736a
2688,e383,7114
2689,4e50,e522
2690,1d42,5c0c
